Date,Industrial Production,Exchange Rate,Reserves,CPI,Exchange Rate Growth,US CPI,Real Exchange Rate,Real Exchange Rate Growth,Real Exchange Rate Index,Monthly Inflation Rate,Monthly Industrial Production Growth,Growth in Industrial Production,Reserves Index,Country
1971-02-01,59.67,3.66,14881860000,32.94,0.0,18.3,2.0333333333333337,-0.578386605783876,1.5165532056386342,0.8573178199632547,2.2271714922049046,2.8084079944865614,19.31098755180907,Germany
1971-03-01,59.47,3.66,15837290000,33.08,0.0,18.34,2.0291535671100367,-0.20556227327690468,1.5134357443936697,0.4250151791135526,-0.33517680576504727,-1.9294195250659674,20.55077188230438,Germany
1971-04-01,62.91,3.66,16765660000,33.29,0.0,18.39,2.0218504055271858,-0.35991172384514103,1.5079887117167339,0.6348246674727998,5.784429123928025,4.536390827517445,21.75544263673111,Germany
1971-05-01,63.04,3.55,19121040000,33.36,-3.0054644808743256,18.48,1.966546762589928,-2.7352984566055283,1.4667407197593605,0.21027335536196734,0.20664441265298983,-3.6674816625916873,24.81182899299169,Germany
1971-06-01,62.32,3.51,16883509999,33.5,-1.1267605633802829,18.62,1.9509313432835822,-0.7940527834578659,1.4550940242480013,0.4196642685851293,-1.1421319796954266,2.6688632619439767,21.908367060403265,Germany
1971-07-01,55.97,3.48,17229660000,33.64,-0.8547008547008492,18.66,1.9303448275862067,-1.0552147705375714,1.439739657178927,0.417910447761205,-10.189345314505783,2.1164021164021163,22.357537954388945,Germany
1971-08-01,51.37,3.42,17027110000,33.64,-1.7241379310344844,18.71,1.9021462544589776,-1.4608049672912626,1.418707868750795,0.0,-8.218688583169554,-2.2082619455549235,22.094705181562233,Germany
1971-09-01,60.12,3.36,17369330000,33.71,-1.7543859649122824,18.71,1.8648946900029666,-1.958396436061971,1.3909239444110486,0.2080856123662267,17.033287911232243,1.8637749915282775,22.538776430719267,Germany
1971-10-01,62.84,3.33,17572280000,33.85,-0.8928571428571371,18.76,1.8455184638109305,-1.0389984107899042,1.3764722667333216,0.4153070305547235,4.52428476380573,2.629430017965051,22.802128251233615,Germany
1971-11-01,64.27,3.33,17793960000,33.92,0.0,18.76,1.8417099056603774,-0.20636792452829456,1.3736316694847563,0.20679468242246202,2.2756206238064847,0.4061865333541581,23.08978447972152,Germany
1971-12-01,57.39,3.47,18725480000,34.06,4.204204204204208,18.85,1.9204198473282443,4.273742646763035,1.4323371519529695,0.4127358490566113,-10.70483896063481,-4.636091724825519,24.298542734688386,Germany
