Date,Industrial Production,Exchange Rate,Reserves,CPI,Exchange Rate Growth,US CPI,Real Exchange Rate,Real Exchange Rate Growth,Real Exchange Rate Index,Monthly Inflation Rate,Monthly Industrial Production Growth,Growth in Industrial Production,Reserves Index,Country
1959-12-01,32.5,4.2,4811470000,24.62,,13.48,2.2995938261575954,,1.715142486258744,,,,100.0,Germany
1960-01-01,31.19,4.2,4724160000,24.62,0.0,13.44,2.2927701056051992,-0.2967359050444984,1.7100530426793414,0.0,-4.030769230769227,,98.1853778574947,Germany
1960-02-01,31.04,4.2,4806360000,24.48,0.0,13.48,2.312745098039216,0.871216542172415,1.7249513076670866,-0.5686433793663737,-0.4809233728759299,,99.8937954512862,Germany
1960-03-01,32.2,4.2,4966460000,24.48,0.0,13.48,2.312745098039216,0.0,1.7249513076670866,0.0,3.7371134020618646,,103.22126086206502,Germany
1960-04-01,34.29,4.2,5236120000,24.62,0.0,13.53,2.3081234768480905,-0.199832709408565,1.7215042907329972,0.5718954248365993,6.490683229813654,,108.82578505113823,Germany
1960-05-01,33.73,4.2,5417090000,24.69,0.0,13.53,2.301579586877278,-0.28351559335761944,1.7166235576284485,0.2843216896831757,-1.6331291921843127,,112.58700563445268,Germany
1960-06-01,34.4,4.2,5843770000,24.69,0.0,13.57,2.3083839611178614,0.2956393200295615,1.7216985718416886,0.0,1.9863622887637211,,121.45498153371008,Germany
1960-07-01,32.35,4.2,6124730000,24.69,0.0,13.57,2.3083839611178614,0.0,1.7216985718416886,0.0,-5.959302325581383,,127.29436118275703,Germany
1960-08-01,31.15,4.2,6358680000,24.69,0.0,13.57,2.3083839611178614,0.0,1.7216985718416886,0.0,-3.7094281298299947,,132.15670055097505,Germany
1960-09-01,34.66,4.2,6643270000,24.62,0.0,13.57,2.3149471974004876,0.28432168968319793,1.7265937343124005,-0.28351559335763055,11.268057784911711,,138.07152491857997,Germany
1960-10-01,35.89,4.2,6878950000,24.69,0.0,13.67,2.3253948967193194,0.4513148002064149,1.7343861073747888,0.2843216896831757,3.5487593768032344,,142.96982003420993,Germany
1960-11-01,37.27,4.2,6909720000,24.76,0.0,13.67,2.3188206785137315,-0.2827140549273133,1.7294827540825337,0.28351559335764165,3.845082195597671,,143.6093335300854,Germany
1960-12-01,36.04,4.2,7053740000,24.76,0.0,13.67,2.3188206785137315,0.0,1.7294827540825337,0.0,-3.3002414810839875,10.89230769230769,146.60259754295464,Germany
1961-01-01,33.47,4.2,6987750000,24.97,0.0,13.67,2.2993191830196236,-0.8410092110532452,1.714937644817122,0.8481421647818843,-7.130965593784689,7.31003526771401,145.23108322404588,Germany
1961-02-01,34.81,4.2,7057510000,24.97,0.0,13.67,2.2993191830196236,0.0,1.714937644817122,0.0,4.003585300268897,12.145618556701043,146.680951975176,Germany
1961-03-01,36.23,4.0,7446150000,24.97,-4.761904761904765,13.67,2.1898277933520225,-4.761904761904756,1.6332739474448783,0.0,4.0792875610456525,12.515527950310545,154.75831710475177,Germany
1961-04-01,36.97,4.0,7111600000,24.97,0.0,13.67,2.1898277933520225,0.0,1.6332739474448783,0.0,2.0425062103229363,7.815689705453477,147.80514063269646,Germany
1961-05-01,36.19,4.0,7159220000,25.18,0.0,13.67,2.1715647339158064,-0.8339952343129453,1.619652520559913,0.8410092110532563,-2.1098187719772787,7.293210791580207,148.79485895163015,Germany
1961-06-01,35.55,4.0,7299590000,25.32,0.0,13.67,2.1595576619273302,-0.5529225908372903,1.6106970958806717,0.5559968228753043,-1.7684443216358092,3.3430232558139483,151.71226257256097,Germany
1961-07-01,33.95,4.0,7186650000,25.32,0.0,13.76,2.1737756714060033,0.6583760058522348,1.6213015390869088,0.0,-4.500703234880432,4.945904173106652,149.36495499296473,Germany
1961-08-01,32.95,4.0,7108430000,25.32,0.0,13.71,2.165876777251185,-0.3633720930232509,1.6154101817501105,0.0,-2.945508100147276,5.778491171749622,147.73925640188966,Germany
1961-09-01,36.68,4.0,7135830000,25.32,0.0,13.76,2.1737756714060033,0.3646973012399579,1.6213015390869088,0.0,11.320182094081922,5.828043854587439,148.30872893315347,Germany
1961-10-01,36.75,4.0,6908700000,25.32,0.0,13.76,2.1737756714060033,0.0,1.6213015390869088,0.0,0.1908396946564972,2.396210643633312,143.58813418768068,Germany
1961-11-01,38.58,4.0,6791230000,25.46,0.0,13.76,2.161822466614297,-0.5498821681068411,1.6123862910322282,0.5529225908372792,4.979591836734687,3.5148913335121934,141.14667658740467,Germany
1961-12-01,37.61,4.0,7166990000,25.46,0.0,13.76,2.161822466614297,0.0,1.6123862910322282,0.0,-2.5142560912389866,4.356270810210883,148.95634805994843,Germany
1962-01-01,33.95,4.0,6460490000,25.74,0.0,13.76,2.1383061383061386,-1.0878010878010769,1.5948467354188243,1.09976433621366,-9.73145440042541,1.4341201075590115,134.2726858943317,Germany
1962-02-01,35.85,4.0,6444200000,25.81,0.0,13.8,2.138705927934909,0.018696557130359892,1.5951449168498537,0.2719502719502831,5.596465390279826,2.987647227808088,133.934119925927,Germany
1962-03-01,35.96,4.0,6649120000,25.88,0.0,13.8,2.132921174652241,-0.2704791344667834,1.5908303826852672,0.27121270825261057,0.30683403068341164,-0.7452387524151116,138.19310938237172,Germany
1962-04-01,37.86,4.0,6552620000,25.95,0.0,13.85,2.1348747591522157,0.0915919689480793,1.592287455555393,0.2704791344667612,5.283648498331472,2.407357316743308,136.18748532153376,Germany
1962-05-01,37.83,4.0,6589710000,25.95,0.0,13.85,2.1348747591522157,0.0,1.592287455555393,0.0,-0.07923930269413404,4.531638574191765,136.95835160564235,Germany
1962-06-01,38.61,4.0,6831720000,25.95,0.0,13.85,2.1348747591522157,0.0,1.592287455555393,0.0,2.0618556701030855,8.607594936708862,141.98820734619565,Germany
1962-07-01,34.99,4.0,6738210000,26.02,0.0,13.9,2.1368178324365874,0.09101579734556164,1.5937366886791002,0.2697495183044296,-9.375809375809375,3.0633284241531555,140.04472645574012,Germany
1962-08-01,34.47,4.0,6781260000,25.88,0.0,13.9,2.1483771251931993,0.5409582689335224,1.6023581390815373,-0.5380476556494984,-1.4861388968276712,4.613050075872516,140.93946340723312,Germany
1962-09-01,39.06,4.0,6999950000,25.88,0.0,13.94,2.1545595054095825,0.2877697841726645,1.6069692416400452,0.0,13.315926892950403,6.488549618320616,145.48464398614144,Germany
1962-10-01,38.58,4.0,7048550000,25.95,0.0,13.94,2.148747591522158,-0.2697495183044185,1.6026344498514211,0.2704791344667612,-1.2288786482335001,4.979591836734687,146.4947303007189,Germany
1962-11-01,41.04,4.0,6982580000,26.02,0.0,13.94,2.142966948501153,-0.26902382782474366,1.5983229813083926,0.2697495183044296,6.3763608087091805,6.3763608087091805,145.12363165519062,Germany
1962-12-01,39.58,4.0,6960270000,26.16,0.0,13.94,2.1314984709480123,-0.5351681957186605,1.5897692650475679,0.5380476556495095,-3.557504873294348,5.2379686253655855,144.65994799926008,Germany
1963-01-01,34.47,4.0,6791490000,26.51,0.0,13.94,2.1033572236891738,-1.320256506978501,1.568780232879833,1.33792048929664,-12.910560889338052,1.5316642120765778,141.152080341351,Germany
1963-02-01,35.44,4.0,6815370000,26.71,0.0,13.94,2.087607637588918,-0.7487832272557116,1.5570334696235257,0.7544322897020006,2.814041195242245,-1.1436541143654222,141.64839435764952,Germany
1963-03-01,37.83,4.0,6967070000,26.71,0.0,13.99,2.095095469861475,0.35868005738881603,1.5626182381659346,0.0,6.743792325056441,5.200222469410454,144.80127694862486,Germany
1963-04-01,38.94,4.0,6976700000,26.78,0.0,13.99,2.089619118745332,-0.2613890963405696,1.5585337244739397,0.2620741295394913,2.9341792228390062,2.852614896988892,145.00142368132816,Germany
1963-05-01,38.46,4.0,7219190000,26.71,0.0,13.99,2.095095469861475,0.2620741295395135,1.5626182381659346,-0.2613890963405585,-1.2326656394452962,1.6653449643140528,150.04125558301308,Germany
1963-06-01,41.11,4.0,7230790000,26.58,0.0,14.03,2.1113619262603462,0.7764064517759905,1.5747505069836831,-0.4867090977162203,6.890275611024443,6.475006475006473,150.28234614369413,Germany
1963-07-01,35.89,4.0,7294700000,26.58,0.0,14.08,2.1188863807373965,0.3563791874554578,1.580362590044922,0.0,-12.697640476769646,2.5721634752786438,151.61063043103252,Germany
1963-08-01,35.89,4.0,7351000000,26.51,0.0,14.08,2.12448132780083,0.26405130139570687,1.5845355580307066,-0.26335590669674946,0.0,4.119524223962867,152.7807509970965,Germany
