Date,Reserves,CPI,Monthly Inflation Rate,Reserves Index,Country
1988-03-01,43186000000,53.43,0.4323308270676618,56.03898359562759,USA
1988-04-01,42730050000,53.7,0.5053340819764163,55.447334112683436,USA
1988-05-01,41948650000,53.89,0.3538175046554848,54.43337445488638,USA
1988-06-01,41027820000,54.11,0.40823900538133895,53.2384877493716,USA
1988-07-01,43875850000,54.34,0.425060062834981,56.93414621391694,USA
1988-08-01,47778650000,54.57,0.42326094957674254,61.99849450218201,USA
1988-09-01,47787970000,54.94,0.6780282206340527,62.01058831330393,USA
1988-10-01,50204330000,55.12,0.3276301419730565,65.14610348954463,USA
1988-11-01,48943470000,55.17,0.09071117561685327,63.509987320962615,USA
1988-12-01,47801650000,55.26,0.16313213703098572,62.028339744221086,USA
1989-01-01,48190020000,55.54,0.5066956207021356,62.532296120339126,USA
1989-02-01,49372830000,55.77,0.4141159524666982,64.06713310887116,USA
1989-03-01,49854250000,56.09,0.5737851891697954,64.69183295332554,USA
1989-04-01,50303490000,56.45,0.6418256373685205,65.2747754113096,USA
1989-05-01,54940550000,56.77,0.5668733392382608,71.29191358738382,USA
1989-06-01,60503410000,56.91,0.2466091245376001,78.5103876364917,USA
1989-07-01,63462210000,57.05,0.24600246002459691,82.34978338193567,USA
1989-08-01,62363850000,57.14,0.1577563540753779,80.92453033645579,USA
1989-09-01,68417500000,57.32,0.3150157507875395,88.77986292210093,USA
1989-10-01,70808690000,57.6,0.488485694347518,91.88271702259712,USA
1989-11-01,72559750000,57.74,0.24305555555554914,94.15492613237714,USA
1989-12-01,74608630000,57.83,0.15587114651887113,96.81359219798658,USA
1990-01-01,75506360000,58.43,1.0375237765865464,97.97850389954039,USA
1990-02-01,74173520000,58.7,0.4620913914085367,96.24898509956827,USA
1990-03-01,76303030000,59.02,0.545144804088582,99.01227820281295,USA
1990-04-01,76283210000,59.11,0.15249068112503927,98.98655938989059,USA
1990-05-01,77028370000,59.25,0.2368465572661238,99.9534933271878,USA
1990-06-01,77298840000,59.57,0.5400843881856465,100.30446039737512,USA
1990-07-01,77906290000,59.8,0.38610038610038533,101.09269919201145,USA
1990-08-01,78908840000,60.35,0.919732441471588,102.39362734011029,USA
1990-09-01,80024170000,60.86,0.8450704225352101,103.84090098373811,USA
1990-10-01,82852200000,61.22,0.5915215248110339,107.51060706390166,USA
1990-11-01,83059400000,61.36,0.22868343678537073,107.77947376609714,USA
1990-12-01,83316210000,61.36,0.0,108.11271535775167,USA
